title,firstname,middlename,lastname,name_suffix,nickname,bioguide_id,party,state,district,in_office,gender,phone,fax,website,webform,congress_office,votesmart_id,fec_id,govtrack_id,crp_id,twitter_id,congresspedia_url,youtube_url,facebook_id,official_rss,senate_class,birthdate,oc_email,house vote on healthcare
Rep,Clay,,Higgins,,,H001077,R,LA,3,1,M,202-225-2031,,https://clayhiggins.house.gov,,1711 Longworth House Office Building,174484,H6LA03148,412705,N00039953,RepClayHiggins,,,,,,1961-08-24,Rep.Clayhiggins@opencongress.org,yes
Rep,Bob,,Inglis,,,I000023,R,SC,4,0,M,,,http://inglis.house.gov,,,27064,H2SC04022,400649,N00002460,,http://www.opencongress.org/wiki/Robert_Inglis,,,,,1959-10-11,,yes
Rep,Darrell,E.,Issa,,,I000056,R,CA,49,1,M,202-225-3906,202-225-3303,https://issa.house.gov,,2269 Rayburn House Office Building,16553,H0CA48024,400196,N00007017,DarrellIssa,http://www.opencongress.org/wiki/Darrell_Issa,http://youtube.com/repdarrellissa,darrellissa,,,1953-11-01,Rep.Issa@opencongress.org,yes
Rep,Sam,Robert,Johnson,,,J000174,R,TX,3,1,M,202-225-4201,202-225-1485,http://samjohnson.house.gov,,2304 Rayburn House Office Building,27079,H2TX03118,400206,N00008028,SamsPressShop,http://www.opencongress.org/wiki/Samuel_Johnson,http://youtube.com/RepSamJohnson,RepSamJohnson,,,1930-10-11,Rep.Samjohnson@opencongress.org,yes
Rep,Timothy,V.,Johnson,,,J000285,R,IL,15,0,M,202-225-2371,202-228-5765,http://www.house.gov/timjohnson,http://www.house.gov/timjohnson/contact/index.shtml,1207 Longworth House Office Building,6338,H0IL15053,400207,N00012890,,http://www.opencongress.org/wiki/Timothy_Johnson,,,,,1946-07-23,,yes
Rep,Bobby,,Jindal,,,J000287,R,LA,1,0,M,,,http://www.house.gov/jindal,,,35481,H4LA00016,400634,N00026786,,http://www.opencongress.org/wiki/Piyush_Jindal,,,,,1971-06-10,,yes
Rep,Jim,,Jordan,,,J000289,R,OH,4,1,M,202-225-2676,202-226-0577,http://jordan.house.gov,,2056 Rayburn House Office Building,8158,H6OH04082,412226,N00027894,Jim_Jordan,http://www.opencongress.org/wiki/James_Jordan,http://youtube.com/RepJimJordan,repjimjordan,,,1964-02-17,Rep.Jordan@opencongress.org,yes
Rep,Lynn,,Jenkins,,,J000290,R,KS,2,1,F,202-225-6601,202-225-7986,https://lynnjenkins.house.gov,,1526 Longworth House Office Building,18594,H8KS02090,412284,N00029077,RepLynnJenkins,http://www.opencongress.org/wiki/Lynn_Jenkins,http://youtube.com/RepLynnJenkins,replynnjenkins,,,1963-06-10,Rep.Lynnjenkins@opencongress.org,yes
Rep,Bill,,Johnson,,,J000292,R,OH,6,1,M,202-225-5705,202-225-5907,http://billjohnson.house.gov,,1710 Longworth House Office Building,120649,H0OH06189,412460,N00032088,RepBillJohnson,http://www.opencongress.org/wiki/Bill_Johnson,http://youtube.com/RepBillJohnson,RepBillJohnson,,,1954-11-10,Rep.Billjohnson@opencongress.org,yes
Rep,Evan,,Jenkins,,,J000297,R,WV,3,1,M,202-225-3452,202-225-9061,https://evanjenkins.house.gov,,1609 Longworth House Office Building,8297,H4WV03070,412663,N00035531,RepEvanJenkins,,,RepEvanJenkins,,,1960-09-12,Rep.Evanjenkins@opencongress.org,yes
Rep,Mike,,Johnson,,,J000299,R,LA,4,1,M,202-225-2777,,https://mikejohnson.house.gov,,327 Cannon House Office Building,156097,H6LA04138,412706,N00039106,RepMikeJohnson,,,RepMikeJohnson,,,1972-01-30,Rep.Mikejohnson@opencongress.org,yes
Rep,Peter,T.,King,,Pete,K000210,R,NY,2,1,M,202-225-7896,202-226-2279,http://peteking.house.gov,,339 Cannon House Office Building,26968,H2NY03089,400219,N00001193,RepPeteKing,http://www.opencongress.org/wiki/Peter_King,http://youtube.com/RepPeterKing,,,,1944-04-05,Rep.Peteking@opencongress.org,yes
Rep,Jack,,Kingston,,,K000220,R,GA,1,0,M,202-225-5831,202-226-2269,http://kingston.house.gov,https://kingston.house.gov/contactform/,2372 Rayburn House Office Building,26816,H2GA01157,400221,N00002656,,http://www.opencongress.org/wiki/Jack_Kingston,,,,,1955-04-24,,yes
Rep,Joseph,K.,Knollenberg,,Joe,K000288,R,MI,9,0,M,,,http://www.house.gov/knollenberg,,,26919,H2MI11042,400225,N00004045,,http://www.opencongress.org/wiki/Joseph_Knollenberg,,,,,1933-11-28,,yes
Rep,Ric,,Keller,,,K000361,R,FL,8,0,M,,,http://www.house.gov/keller/Frset.htm,,,30865,H0FL08042,400212,N00009614,,http://www.opencongress.org/wiki/Ric_Keller,,,,,1964-09-05,,yes
Rep,Steve,A.,King,,,K000362,R,IA,4,1,M,202-225-4426,202-225-3193,https://steveking.house.gov,,2210 Rayburn House Office Building,10853,H2IA05072,400220,N00025237,SteveKingIA,http://www.opencongress.org/wiki/Steve_King,http://youtube.com/stevekingia,stevekingia,,,1949-05-28,Rep.Steveking@opencongress.org,yes
Rep,John,Paul,Kline,,,K000363,R,MN,2,0,M,202-225-2271,202-225-2595,http://kline.house.gov,http://kline.house.gov/contact/,2439 Rayburn House Office Building,20311,H8MN06047,400224,N00004436,,http://www.opencongress.org/wiki/John_Kline,,,,,1947-09-06,,yes
Rep,John,R.,Kuhl,Jr.,Randy,K000364,R,NY,29,0,M,,,http://www.house.gov/kuhl,,,4233,H4NY29080,400642,N00026087,,http://www.opencongress.org/wiki/John_Kuhl,,,,,1943-04-19,,yes
Rep,Mike,,Kelly,,,K000376,R,PA,3,1,M,202-225-5406,202-225-3103,http://kelly.house.gov,,1707 Longworth House Office Building,119463,H0PA03271,412465,N00031647,MikeKellyPA,http://www.opencongress.org/wiki/Mike_Kelly,http://youtube.com/repmikekelly,191056827594903,,,1948-05-10,Rep.Kelly@opencongress.org,yes
Rep,Adam,,Kinzinger,,,K000378,R,IL,16,1,M,202-225-3635,202-225-3521,http://kinzinger.house.gov,,2245 Rayburn House Office Building,116559,H0IL11052,412421,N00030667,RepKinzinger,http://www.opencongress.org/wiki/Adam_Kinzinger,http://youtube.com/RepAdamKinzinger,RepKinzinger,,,1978-02-27,Rep.Kinzinger@opencongress.org,yes
Rep,Steve,,Knight,,,K000387,R,CA,25,1,M,202-225-1956,202-226-0683,https://knight.house.gov,,1023 Longworth House Office Building,,H4CA25123,412614,N00035820,SteveKnight25,,,RepresentativeSteveKnight,,,1966-12-17,Rep.Knight@opencongress.org,yes
Rep,Trent,,Kelly,,,K000388,R,MS,1,1,M,202-225-4306,,https://trentkelly.house.gov,,1721 Longworth House Office Building,156389,H6MS01131,412673,N00037003,reptrentkelly,,,reptrentkelly,,,1966-03-01,Rep.Trentkelly@opencongress.org,yes
Rep,David,,Kustoff,,,K000392,R,TN,8,1,M,202-225-4714,,https://kustoff.house.gov,,508 Cannon House Office Building,48997,H2TN07103,412724,N00025445,repdavidkustoff,,,RepDavidKustoff,,,1966-10-08,Rep.Kustoff@opencongress.org,yes
Rep,Tom,P.,Latham,,,L000111,R,IA,3,0,M,202-225-5476,202-225-3301,http://latham.house.gov,https://latham.house.gov/contact/contactform.htm,2217 Rayburn House Office Building,22175,H4IA05102,400234,N00004227,,http://www.opencongress.org/wiki/Thomas_Latham,,,,,1948-07-14,,yes
Rep,Jerry,,Lewis,,,L000274,R,CA,41,0,M,202-225-5861,202-225-6498,http://www.house.gov/jerrylewis,http://www.house.gov/jerrylewis/IMA/WritetoRepresentativeLewis.htm,2112 Rayburn House Office Building,26769,H8CA37079,400239,N00007087,,http://www.opencongress.org/wiki/Jerry_Lewis,,,,,1934-10-21,,yes
Rep,Ron,,Lewis,,,L000293,R,KY,2,0,M,,,http://www.house.gov/ronlewis,,,26872,H4KY02030,400241,N00003476,,http://www.opencongress.org/wiki/Ron_Lewis,,,,,1946-09-14,,yes
Rep,John,,Linder,,,L000321,R,GA,7,0,M,,,http://linder.house.gov,,,26825,H0GA04023,400242,N00002599,,http://www.opencongress.org/wiki/John_Linder,,,,,1942-09-09,,yes
Rep,Frank,D.,Lucas,,,L000491,R,OK,3,1,M,202-225-5565,202-225-8698,http://lucas.house.gov,,2405 Rayburn House Office Building,27032,H4OK06056,400247,N00005559,RepFrankLucas,http://www.opencongress.org/wiki/Frank_Lucas,http://youtube.com/RepFrankLucas,RepFrankLucas,,,1960-01-06,Rep.Lucas@opencongress.org,yes
Rep,Daniel,E.,Lungren,,,L000517,R,CA,3,0,M,202-225-5716,202-226-1298,http://www.lungren.house.gov,https://forms.house.gov/lungren/forms/email.shtml,2313 Rayburn House Office Building,16730,H6CA34112,400617,N00011971,,http://www.opencongress.org/wiki/Daniel_Lungren,,,,,1946-09-22,,yes
Rep,Ray,H.,LaHood,,,L000552,R,IL,18,0,M,,,http://www.house.gov/lahood,,,21699,H4IL18059,400228,N00004933,,http://www.opencongress.org/wiki/Ray_LaHood,,,,,1945-12-06,,yes
Rep,Steven,C.,LaTourette,,,L000553,R,OH,14,0,M,202-225-5731,202-225-3307,http://www.house.gov/latourette,http://latourette.house.gov/ContactSteve.aspx,2371 Rayburn House Office Building,21798,H4OH19036,400235,N00003545,,http://www.opencongress.org/wiki/Steven_LaTourette,,,,,1954-07-22,,yes
Rep,Doug,,Lamborn,,,L000564,R,CO,5,1,M,202-225-4422,202-226-2638,http://lamborn.house.gov,,2402 Rayburn House Office Building,2698,H6CO05159,412191,N00028133,RepDLamborn,http://www.opencongress.org/wiki/Douglas_Lamborn,http://youtube.com/CongressmanLamborn,CongressmanDougLamborn,,,1954-05-24,Rep.Lamborn@opencongress.org,yes
Rep,Robert,E.,Latta,,,L000566,R,OH,5,1,M,202-225-6405,202-225-1985,http://latta.house.gov,,2448 Rayburn House Office Building,9926,H8OH05036,412256,N00012233,BobLatta,http://www.opencongress.org/wiki/Robert_Latta,http://youtube.com/CongressmanBobLatta,boblatta,,,1956-04-18,Rep.Latta@opencongress.org,yes
Rep,Christopher,John,Lee,,,L000568,R,NY,26,0,M,,,http://chrislee.house.gov,,,110348,H8NY26095,412291,N00030198,,http://www.opencongress.org/wiki/Christopher_Lee,,,,,1964-04-01,,yes
Rep,Blaine,,Luetkemeyer,,,L000569,R,MO,3,1,M,202-225-2956,202-225-5712,http://luetkemeyer.house.gov,,2230 Rayburn House Office Building,20400,H8MO09153,412292,N00030026,RepBlainePress,http://www.opencongress.org/wiki/Blaine_Luetkemeyer,http://youtube.com/BLuetkemeyer,BlaineLuetkemeyer,,,1952-05-07,Rep.Luetkemeyer@opencongress.org,yes
Rep,Cynthia,M.,Lummis,,,L000571,R,WY,0,0,F,202-225-2311,202-225-3057,http://lummis.house.gov,http://lummis.house.gov/contact/,2433 Rayburn House Office Building,15546,H8WY00148,412294,N00029788,,http://www.opencongress.org/wiki/Cynthia_Lummis,,,,,1954-09-10,,yes
Rep,Raúl,R.,Labrador,,,L000573,R,ID,1,1,M,202-225-6611,202-225-3029,https://labrador.house.gov,,1523 Longworth House Office Building,57391,H0ID01253,412419,N00031377,Raul_Labrador,http://www.opencongress.org/wiki/Raul_Labrador,http://youtube.com/RepLabrador,raul.r.labrador,,,1967-12-08,Rep.Labrador@opencongress.org,yes
Rep,Jeff,M.,Landry,,,L000574,R,LA,3,0,M,202-225-4031,202- 226-3944,http://landry.house.gov/,,206 Cannon House Office Building,93509,H0LA03141,412433,N00031503,,http://www.opencongress.org/wiki/Jeff_Landry,,,,,1970-12-23,,yes
Rep,Billy,,Long,,,L000576,R,MO,7,1,M,202-225-6536,202-225-5604,https://long.house.gov,,2454 Rayburn House Office Building,123401,H0MO07113,412445,N00030676,USRepLong,http://www.opencongress.org/wiki/Billy_Long,http://youtube.com/MOdistrict7,Rep.Billy.Long,,,1955-08-11,Rep.Long@opencongress.org,yes
Rep,Doug,,LaMalfa,,,L000578,R,CA,1,1,M,202-225-3076,530-534-7800,http://lamalfa.house.gov,,322 Cannon House Office Building,29713,H2CA02142,412510,N00033987,RepLaMalfa,,http://youtube.com/RepLaMalfa,RepLaMalfa,,,1960-07-02,Rep.Lamalfa@opencongress.org,yes
Rep,Barry,,Loudermilk,,,L000583,R,GA,11,1,M,202-225-2931,202-225-2944,http://loudermilk.house.gov,,329 Cannon House Office Building,31618,H4GA11061,412624,N00035347,RepLoudermilk,,,reploudermilk,,,1963-12-22,Rep.Loudermilk@opencongress.org,yes
Rep,Mia,,Love,,,L000584,R,UT,4,1,F,202-225-3011,202-225-5638,https://love.house.gov,,217 Cannon House Office Building,135957,H2UT04023,412656,N00033842,repmialove,,,repmialove,,,1975-12-06,Rep.Love@opencongress.org,yes
Rep,Darin,,LaHood,,,L000585,R,IL,18,1,M,202-225-6201,,https://lahood.house.gov,,1424 Longworth House Office Building,128760,H6IL18088,412674,N00037031,RepLaHood,,,replahood,,,1968-07-05,Rep.Lahood@opencongress.org,yes
Rep,Jason,,Lewis,,,L000587,R,MN,2,1,M,202-225-2271,,https://jasonlewis.house.gov,,418 Cannon House Office Building,171558,H6MN02149,412711,N00038400,RepJasonLewis,,,RepJasonLewis,,,1955-09-23,Rep.Jasonlewis@opencongress.org,yes
Rep,James,O.,McCrery,III,Jim,M000388,R,LA,4,0,M,,,http://mccrery.house.gov,,,26881,H8LA04134,400261,N00005414,,http://www.opencongress.org/wiki/James_McCrery,,,,,1949-09-18,,yes
Rep,John,M.,McHugh,,,M000472,R,NY,23,0,M,,,http://mchugh.house.gov,,,26986,H2NY24036,400264,N00001276,,http://www.opencongress.org/wiki/John_McHugh,,,,,1948-09-29,,yes
Rep,Howard,P.,McKeon,,Buck,M000508,R,CA,25,0,M,202-225-1956,202-226-0683,http://mckeon.house.gov,https://mckeon.house.gov/forms/writeyourrep/default.aspx,2310 Rayburn House Office Building,26755,H2CA25036,400267,N00006882,,http://www.opencongress.org/wiki/Howard_McKeon,,,,,1938-09-09,,yes
Rep,John,L.,Mica,,,M000689,R,FL,7,0,M,202-225-4035,202-226-0821,http://mica.house.gov,https://mica.house.gov/contact-form,2187 Rayburn House Office Building,26805,H2FL08055,400273,N00002793,,http://www.opencongress.org/wiki/John_Mica,,,,,1943-01-27,,yes
Rep,Sue,W.,Myrick,,,M001134,R,NC,9,0,F,202-225-1976,202-225-3389,http://www.house.gov/myrick,http://myrick.house.gov/zipauth.shtml,230 Cannon House Office Building,21789,H4NC09106,400288,N00002327,,http://www.opencongress.org/wiki/Sue_Myrick,,,,,1941-08-01,,yes
Rep,Donald,A.,Manzullo,,,M001138,R,IL,16,0,M,202-225-5676,202-225-5284,http://manzullo.house.gov,http://manzullo.house.gov/zipauth.aspx,2228 Rayburn House Office Building,26843,H0IL16085,400252,N00004905,,http://www.opencongress.org/wiki/Donald_Manzullo,,,,,1944-03-24,,yes
Rep,Gary,G.,Miller,,,M001139,R,CA,31,0,M,202-225-3201,202-226-6962,http://garymiller.house.gov,http://garymiller.house.gov/contact/,2467 Rayburn House Office Building,8346,H8CA41063,400277,N00006954,,http://www.opencongress.org/wiki/Gary_Miller,,,,,1948-10-16,,yes
Rep,Jeff,,Miller,,,M001144,R,FL,1,0,M,202-225-4136,202-225-3414,http://jeffmiller.house.gov,https://jeffmiller.house.gov/contact/contactform.htm,336 Cannon House Office Building,17276,H2FL01100,400279,N00013846,,http://www.opencongress.org/wiki/Jeff_Miller,,,,,1959-06-27,,yes
Rep,Thaddeus,G.,McCotter,,Thad,M001147,R,MI,11,0,M,202-225-8171,202-225-2667,http://mccotter.house.gov,http://mccotter.house.gov/HoR/MI11/Contact/Office+Contact+Information/Zipcode+Authentication+Page.htm,2243 Rayburn House Office Building,19847,H2MI00037,400260,N00013808,,http://www.opencongress.org/wiki/Thaddeus_McCotter,,,,,1965-08-22,,yes
Rep,Candice,S.,Miller,,,M001150,R,MI,10,0,F,202-225-2106,202-226-1169,http://candicemiller.house.gov,http://candicemiller.house.gov/contact,320 Cannon House Office Building,2062,H6MI12181,400276,N00009795,,http://www.opencongress.org/wiki/Candice_Miller,,,,,1954-05-07,,yes
Rep,Tim,,Murphy,,,M001151,R,PA,18,1,M,202-225-2301,202-225-1844,https://murphy.house.gov,,2332 Rayburn House Office Building,9794,H2PA18143,400285,N00024992,RepTimMurphy,http://www.opencongress.org/wiki/Tim_Murphy,http://youtube.com/TimMurphyPA18,reptimmurphy,,,1952-09-11,Rep.Murphy@opencongress.org,yes
Rep,Marilyn,N.,Musgrave,,,M001152,R,CO,4,0,F,,,http://musgrave.house.gov,,,2703,H2CO04045,400287,N00025054,,http://www.opencongress.org/wiki/Marilyn_Musgrave,,,,,1949-01-27,,yes
Rep,Connie,,Mack,IV,,M001155,R,FL,14,0,M,202-225-2536,202-226-0439,http://www.house.gov/mack,http://mack.house.gov/index.cfm?FuseAction=ContactConnie.ContactForm,115 Cannon House Office Building,53996,H4FL14059,400622,N00026425,,http://www.opencongress.org/wiki/Connie_Mack,,,,,1967-08-12,,yes
Rep,Patrick,T.,McHenry,,,M001156,R,NC,10,1,M,202-225-2576,202-225-0316,http://mchenry.house.gov,,2334 Rayburn House Office Building,21031,H4NC10047,400644,N00026627,PatrickMcHenry,http://www.opencongress.org/wiki/Patrick_McHenry,http://youtube.com/CongressmanMcHenry,CongressmanMcHenry,,,1975-10-22,Rep.Mchenry@opencongress.org,yes
Rep,Michael,T.,McCaul,,,M001157,R,TX,10,1,M,202-225-2401,202-225-5955,http://mccaul.house.gov,,2001 Rayburn House Office Building,49210,H4TX10093,400654,N00026460,RepMcCaul,http://www.opencongress.org/wiki/Michael_McCaul,http://youtube.com/MichaelTMcCaul,michaeltmccaul,,,1962-01-14,Rep.Mccaul@opencongress.org,yes
Rep,Kenny,Ewell,Marchant,,,M001158,R,TX,24,1,M,202-225-6605,202-225-0074,https://marchant.house.gov,,2369 Rayburn House Office Building,5549,H4TX24094,400656,N00026710,RepKenMarchant,http://www.opencongress.org/wiki/Kenny_Marchant,http://youtube.com/RepKennyMarchant,RepKennyMarchant,,,1951-02-23,Rep.Marchant@opencongress.org,yes
Rep,Cathy,,McMorris Rodgers,,,M001159,R,WA,5,1,F,202-225-2006,202-225-3392,http://mcmorris.house.gov,,1314 Longworth House Office Building,3217,H4WA05077,400659,N00026314,CathyMcMorris,http://www.opencongress.org/wiki/Cathy_McMorris-Rodgers,http://youtube.com/mcmorrisrodgers,mcmorrisrodgers,,,1969-05-22,Rep.Mcmorris@opencongress.org,yes
Rep,Kevin,,McCarthy,,,M001165,R,CA,23,1,M,202-225-2915,202-225-2908,http://kevinmccarthy.house.gov,,2421 Rayburn House Office Building,28918,H6CA22125,412190,N00028152,GOPLeader,http://www.opencongress.org/wiki/Kevin_McCarthy,http://youtube.com/repkevinmccarthy,CongressmanKevinMcCarthy,,,1965-01-26,Rep.Kevinmccarthy@opencongress.org,yes
Rep,Tom,,McClintock,,,M001177,R,CA,4,1,M,202-225-2511,202-225-5444,http://mcclintock.house.gov,,2312 Rayburn House Office Building,9715,H8CA04152,412295,N00006863,RepMcClintock,http://www.opencongress.org/wiki/Tom_McClintock,http://youtube.com/McClintockCA04,81125319109,,,1956-07-10,Rep.Mcclintock@opencongress.org,yes
Rep,Tom,,Marino,,,M001179,R,PA,10,1,M,202-225-3731,202-225-9594,https://marino.house.gov,,2242 Rayburn House Office Building,119478,H0PA10078,412468,N00031777,RepTomMarino,http://www.opencongress.org/wiki/Tom_Marino,http://youtube.com/RepMarino,CongressmanMarino,,,1952-08-15,Rep.Marino@opencongress.org,yes
Rep,David,B.,McKinley,,,M001180,R,WV,1,1,M,202-225-4172,202-225-7564,https://mckinley.house.gov,,2239 Rayburn House Office Building,117396,H0WV01072,412487,N00031681,RepMcKinley,http://www.opencongress.org/wiki/David_McKinley,http://youtube.com/RepDavidMcKinley,RepMcKinley,,,1947-03-28,Rep.Mckinley@opencongress.org,yes
Rep,Mick,,Mulvaney,,,M001182,R,SC,5,0,M,202-225-5501,202-225-0464,https://mulvaney.house.gov,,2350 Rayburn House Office Building,60348,H0SC05031,412474,N00031412,RepMickMulvaney,http://www.opencongress.org/wiki/Mick_Mulvaney,http://youtube.com/RepMickMulvaney,188649667827713,,,1967-07-21,,yes
Rep,Mark,,Meadows,,,M001187,R,NC,11,1,M,202-225-6401,202-226-6422,https://meadows.house.gov,,1024 Longworth House Office Building,136459,H2NC11080,412552,N00033631,RepMarkMeadows,,http://youtube.com/RepMarkMeadows,Repmarkmeadows,,,1959-07-28,Rep.Meadows@opencongress.org,yes
Rep,Luke,,Messer,,,M001189,R,IN,6,1,M,202-225-3021,765-747-5586,https://messer.house.gov,,1230 Longworth House Office Building,33997,H0IN02125,412540,N00012546,RepLukeMesser,,http://youtube.com/RepLukeMesser,RepLukeMesser,,,1969-02-27,Rep.Messer@opencongress.org,yes
Rep,Markwayne,,Mullin,,,M001190,R,OK,2,1,M,202-225-2701,202-225-3038,https://mullin.house.gov,,1113 Longworth House Office Building,135898,H2OK02083,412568,N00033410,RepMullin,,,RepMullin,,,1977-07-26,Rep.Mullin@opencongress.org,yes
Rep,Tom,,MacArthur,,,M001193,R,NJ,3,1,M,202-225-4765,202-225-0778,https://macarthur.house.gov,,506 Cannon House Office Building,152113,H4NJ03130,412643,N00036155,RepTomMacArthur,,,CongressmanTomMacArthur,,,1960-10-16,Rep.Macarthur@opencongress.org,yes
Rep,John,,Moolenaar,,,M001194,R,MI,4,1,M,202-225-3561,202-225-9679,https://moolenaar.house.gov,,117 Cannon House Office Building,37676,H4MI04126,412634,N00036275,RepMoolenaar,,,RepMoolenaar,,,1961-05-08,Rep.Moolenaar@opencongress.org,yes
Rep,Alex,,Mooney,,,M001195,R,WV,2,1,M,202-225-2711,202-225-7856,https://mooney.house.gov,,1232 Longworth House Office Building,,H4WV02080,412662,N00033814,RepAlexMooney,,,CongressmanAlexMooney,,,1971-06-05,Rep.Mooney@opencongress.org,yes
Rep,Martha,,McSally,,,M001197,R,AZ,2,1,F,202-225-2542,202-225-0378,https://mcsally.house.gov,,510 Cannon House Office Building,137299,H2AZ08102,412611,N00033982,RepMcSally,,,RepMcSally,,,1966-03-22,Rep.Mcsally@opencongress.org,yes
Rep,Roger,,Marshall,,,M001198,R,KS,1,1,M,202-225-2715,,https://marshall.house.gov,,312 Cannon House Office Building,172080,H6KS01179,412704,N00037034,RepMarshall,,,rogermarshallmd,,,1960-08-09,Rep.Marshall@opencongress.org,yes
Rep,Brian,,Mast,,,M001199,R,FL,18,1,M,202-225-3026,,https://mast.house.gov,,2182 Rayburn House Office Building,166245,H6FL18097,412698,N00037269,repbrianmast,,http://youtube.com/repbrianmast,repbrianmast,,,1980-07-10,Rep.Mast@opencongress.org,yes
Rep,Paul,,Mitchell,,,M001201,R,MI,10,1,M,202-225-2106,,https://mitchell.house.gov,,211 Cannon House Office Building,152464,H4MI04118,412710,N00036274,RepPaulMitchell,,,reppaulmitchell,,,1961-05-08,Rep.Mitchell@opencongress.org,yes
Rep,Charles,W.,Norwood,Jr.,Charlie,N000159,R,GA,10,0,M,,,http://www.house.gov/norwood,,,,H4GA10022,400296,N00002630,,http://www.opencongress.org/wiki/Charles_Norwood,,,,,1941-07-27,,yes
Rep,Devin,G.,Nunes,,,N000181,R,CA,22,1,M,202-225-2523,202-225-3404,http://nunes.house.gov,,1013 Longworth House Office Building,16725,H8CA20059,400297,N00007248,Rep_DevinNunes,http://www.opencongress.org/wiki/Devin_Nunes,http://youtube.com/RepDevinNunes,,,,1973-10-01,Rep.Nunes@opencongress.org,yes
Rep,Randy,,Neugebauer,,,N000182,R,TX,19,0,M,202-225-4005,202-225-9615,http://randy.house.gov,https://randy.house.gov/contact-me/email-me,1424 Longworth House Office Building,49522,H4TX19102,400441,N00026043,,http://www.opencongress.org/wiki/Randy_Neugebauer,,,,,1949-12-24,,yes
Rep,Kristi,L.,Noem,,,N000184,R,SD,0,1,F,202-225-2801,202-225-5823,https://noem.house.gov,,2457 Rayburn House Office Building,58189,H0SD00054,412475,N00032022,RepKristiNoem,http://www.opencongress.org/wiki/Kristi_Noem,http://youtube.com/RepKristiNoem,,,,1971-11-30,Rep.Noem@opencongress.org,yes
Rep,Richard,B.,Nugent,,,N000185,R,FL,11,0,M,202-225-1002,202- 226-6559,https://nugent.house.gov,https://nugent.house.gov/contact/email-me,1727 Longworth House Office Building,124333,H0FL05139,412409,N00032441,,http://www.opencongress.org/wiki/Richard_Nugent,,,,,1951-05-26,,yes
Rep,Alan,,Nunnelee,,,N000186,R,MS,1,0,M,202-225-4306,202- 225-3549,http://nunnelee.house.gov,https://nunnelee.house.gov/contact-form,1427 Longworth House Office Building,8326,H0MS01043,412442,N00031006,,http://www.opencongress.org/wiki/Alan_Nunnelee,,,,,1958-10-09,,yes
Rep,Dan,,Newhouse,,,N000189,R,WA,4,1,M,202-225-5816,202-225-3251,https://newhouse.house.gov,,1318 Longworth House Office Building,51522,H4WA04104,412660,N00036403,RepNewhouse,,,RepNewhouse,,,1955-07-10,Rep.Newhouse@opencongress.org,yes
Rep,Pete,,Olson,,,O000168,R,TX,22,1,M,202-225-5951,202-225-5241,https://olson.house.gov,,2133 Rayburn House Office Building,102008,H8TX22107,412302,N00029285,RepPeteOlson,http://www.opencongress.org/wiki/Pete_Olson,,Rep.PeteOlson,,,1962-12-09,Rep.Olson@opencongress.org,yes
Rep,John,E.,Peterson,,,P000263,R,PA,5,0,M,,,http://www.house.gov/johnpeterson,,,251,H6PA05091,400317,N00001422,,http://www.opencongress.org/wiki/John_Peterson,,,,,1938-12-25,,yes
Rep,Thomas,E.,Petri,,Tom,P000265,R,WI,6,0,M,202-225-2476,202-225-2356,http://petri.house.gov,http://petri.house.gov/contact-me/email-me,2462 Rayburn House Office Building,27139,H0WI06061,400318,N00004426,,http://www.opencongress.org/wiki/Thomas_Petri,,,,,1940-05-28,,yes
Rep,Charles,W.,Pickering,Jr.,Chip,P000323,R,MS,3,0,M,,,http://www.house.gov/pickering,,,279,H6MS03046,400319,N00003341,,http://www.opencongress.org/wiki/Charles_Pickering,,,,,1963-08-10,,yes
Rep,Joseph,R.,Pitts,,,P000373,R,PA,16,0,M,202-225-2411,202-225-2013,http://pitts.house.gov,https://pitts.house.gov/contact-me/legislative-contact-form,420 Cannon House Office Building,265,H6PA16197,400320,N00001633,,http://www.opencongress.org/wiki/Joseph_Pitts,,,,,1939-10-10,,yes
Rep,Deborah,D.,Pryce,,,P000555,R,OH,15,0,F,,,http://www.house.gov/pryce,,,27020,H2OH15046,400327,N00003504,,http://www.opencongress.org/wiki/Deborah_Pryce,,,,,1951-07-29,,yes
Rep,Ronald,E.,Paul,,Ron,P000583,R,TX,14,0,M,202-225-2831,202-226-6553,http://www.house.gov/paul,http://www.house.gov/paul/contact.shtml,203 Cannon House Office Building,296,H6TX22101,400311,N00005906,,http://www.opencongress.org/wiki/Ronald_Paul,,,,,1935-08-20,,yes
Rep,Todd,R.,Platts,,,P000585,R,PA,19,0,M,202-225-5836,202-226-1000,http://www.house.gov/platts,http://www.house.gov/platts/email.shtml,2455 Rayburn House Office Building,9211,H0PA19053,400321,N00009719,,http://www.opencongress.org/wiki/Todd_Platts,,,,,1962-03-05,,yes
Rep,Adam,H.,Putnam,,,P000586,R,FL,12,0,M,,,http://adamputnam.house.gov,,,12913,H0FL12051,400328,N00009618,,http://www.opencongress.org/wiki/Adam_Putnam,,,,,1974-07-31,,yes
Rep,Mike,,Pence,,,P000587,R,IN,6,0,M,202-225-3021,202-225-3382,http://mikepence.house.gov,https://forms.house.gov/pence/IMA/contact_form.htm,100 Cannon House Office Building,34024,H8IN02060,400315,N00003765,,http://www.opencongress.org/wiki/Mike_Pence,,,,,1959-06-07,,yes
